protein,pog
human0|p287,0
human522|p2216,3
human753|p1552,3
human861|p495,3
human2718|p2748,3
human3074|p3711,3
human3084|p3715,3
human3085|p3563,3
human3086|p3560,3
human3090|p3406,3
human3323|p1812,3
human3325|p652,3
human1996|p997,3
human2711|p3687,3
human282|p1111,3
human3623|p1506,3
human695|p876,3
human700|p1723,3
human2254|p558,3
human389|p1580,3
human338|p3107,3
human94|p3783,3
human3620|p1423,3
human932|p1762,3
human933|p1761,3
human938|p1761,3
human2860|p1953,3
human3029|p2217,3
human3032|p303,3
human3401|p2337,3
human956|p2008,3
human958|p2009,3
human3055|p1607,3
human3059|p1602,3
human807|p3033,3
human3367|p1668,3
human3368|p1667,3
human3427|p3882,3
human3646|p1804,3
human3628|p914,3
human195|p868,3
human1358|p918,3
human3624|p2095,3
human3783|p698,3
human293|p652,3
human505|p2592,3
human1495|p2667,3
human455|p1861,3
human1320|p1487,3
human1960|p2180,3
human336|p3106,3
human65|p254,3
human1187|p467,3
human1188|p467,3
human2656|p202,3
human2676|p292,3
human3267|p2095,3
human791|p1314,3
human899|p1780,3
human900|p2023,3
human966|p1452,3
human2312|p1623,3
human2679|p1882,3
human445|p1641,3
human3676|p4293,3
human500|p856,3
human3472|p2482,3
human464|p1523,3
human3807|p683,3
human2152|p1935,3
human2905|p1458,3
human3285|p2261,3
human1276|p2426,3
human1280|p2336,3
human1888|p2876,3
human1893|p2876,3
human1898|p2499,3
human2389|p2898,3
human2678|p1655,3
human1361|p773,3
human1633|p429,3
human3051|p951,3
human3052|p951,3
human808|p1700,3
human3706|p705,3
human54|p1237,3
human79|p169,3
human85|p2216,3
human235|p249,3
human271|p911,3
human383|p2786,3
human469|p2684,3
human475|p1705,3
human572|p110,3
human620|p1842,3
human646|p2878,3
human312|p1837,3
human3260|p469,3
human3261|p1397,3
human3304|p824,3
human3309|p455,3
human2491|p3393,3
human3184|p3034,3
human3186|p3034,3
human3515|p1570,3
human3449|p2223,3
human335|p3619,3
human833|p55,3
human842|p1502,3
human1298|p2641,3
human1301|p2640,3
human3622|p1339,3
human137|p3826,3
human1444|p577,3
human1464|p577,3
human1489|p1513,3
human931|p950,3
human940|p950,3
human764|p1799,3
human769|p819,3
human831|p1010,3
human843|p586,3
human859|p1728,3
human3707|p1350,3
human3135|p215,3
human128|p2744,3
human879|p2837,3
human199|p85,3
human691|p1469,3
human1167|p991,3
human1711|p1666,3
human1790|p1411,3
human3700|p1217,3
human966|p164,3
human2679|p1807,3
human2992|p243,3
human991|p1524,3
human996|p1303,3
human386|p2257,3
human3703|p2054,3
human15|p950,3
human106|p972,3
human451|p662,3
human688|p758,3
human961|p162,3
human1096|p793,3
human1480|p233,3
human3698|p465,3
human940|p2348,3
human3699|p284,3
human945|p33,3
human3180|p542,3
human3070|p1265,3
human3386|p1152,3
human219|p446,3
human2136|p57,3
human3701|p437,3
human3290|p1205,3
human1936|p49,3
human1938|p49,3
human2468|p1172,3
human1046|p175,3
human3273|p91,3
human3424|p334,3
human110|p1006,3
human903|p2632,3
human322|p2228,3
human406|p711,3
human1175|p1710,3
human1954|p1497,3
human2652|p1585,3
human2655|p1529,3
human2666|p1069,3
human1303|p481,3
human2077|p49,3
human757|p1435,3
human785|p2687,3
human1310|p1360,3
human1312|p1205,3
human1317|p1089,3
human1319|p1205,3
human217|p1242,3
human1026|p1382,3
human3702|p279,3
human532|p3441,3
human2735|p1799,3
human433|p540,3
human3310|p149,3
human3311|p149,3
human1129|p1506,3
human2278|p642,3
human2280|p640,3
human412|p262,3
human556|p1651,3
human865|p1734,3
human869|p775,3
human2600|p3215,3
human2601|p2979,3
human5|p1003,3
human1468|p1105,3
human1472|p1102,3
human1501|p1509,3
human795|p1104,3
human149|p2279,3
human2800|p693,3
human2804|p694,3
human2807|p693,3
human216|p2357,3
human3207|p77,3
human2209|p1486,3
human1730|p2432,3
human1041|p3550,3
human3409|p3460,3
human376|p1499,3
human301|p1984,3
human1091|p1216,3
human3152|p1688,3
human2365|p1720,3
human2407|p1744,3
human126|p1002,3
human698|p1045,3
human3359|p664,3
human3374|p827,3
human3378|p865,3
human3704|p1144,3
human909|p3263,3
human232|p78,3
human2057|p408,3
human2572|p683,3
human2613|p155,3
human2628|p155,3
human2630|p838,3
human2632|p838,3
human2633|p838,3
human2634|p199,3
human2635|p199,3
human1627|p157,3
human1886|p1724,3
human1899|p1175,3
human1915|p908,3
human946|p2671,3
human3053|p2303,3
human3250|p2184,3
human34|p908,3
human2816|p1313,3
human1|p1475,3
human603|p1947,3
human2338|p613,3
human3199|p98,3
human3444|p333,3
human3705|p1652,3
human2699|p1432,3
human528|p593,3
human481|p1328,3
human560|p441,3
human2142|p2128,3
human2150|p2348,3
human2154|p3010,3
human2159|p2394,3
human2164|p2389,3
human3270|p116,3
human985|p1491,3
human995|p814,3
human1022|p339,3
human1023|p339,3
human3047|p574,3
human3088|p338,3
human3122|p1270,3
human3262|p437,3
human3265|p437,3
human3269|p1011,3
human3394|p868,3
human1053|p191,3
human1056|p191,3
human1111|p1984,3
human1119|p1844,3
human258|p138,3
human249|p1259,3
human3279|p1026,3
human3281|p1413,3
human951|p323,3
human1048|p15,3
human3004|p2,3
human3111|p993,3
human3197|p135,3
human3708|p1286,3
human701|p627,3
human1291|p1837,3
human289|p1257,3
human1904|p886,3
human3274|p518,3
human2149|p1822,3
human2151|p1549,3
human2156|p1868,3
human2165|p1682,3
human206|p2490,3
human3202|p134,3
human83|p2328,3
human1021|p2405,3
human3216|p2079,3
human3217|p2358,3
human3223|p2207,3
human3226|p2387,3
human100|p676,3
human385|p251,3
human456|p3181,3
human3240|p3044,3
human3244|p2800,3
human3245|p3043,3
human3|p1262,3
human84|p4818,3
human130|p719,3
human246|p2435,3
human536|p2193,3
human613|p3857,3
human1050|p4652,3
human3169|p1823,3
human3361|p1804,3
human527|p2678,3
human600|p350,3
human800|p2107,3
human1115|p1055,3
human2074|p935,3
human2075|p937,3
human2079|p936,3
human2775|p2460,3
human337|p728,3
human388|p2249,3
human2742|p2053,3
human1749|p78,3
human2256|p773,3
human2444|p1316,3
human2445|p1316,3
human2904|p55,3
human3182|p3704,3
human254|p70,3
human311|p2497,3
human2560|p1531,3
human3410|p2523,3
human2420|p595,3
human2421|p594,3
human2422|p625,3
human2424|p625,3
human1587|p126,3
human1591|p126,3
human1598|p244,3
human1614|p126,3
human1615|p126,3
human1835|p6015,3
human399|p1811,3
human976|p1903,3
human980|p1900,3
human3066|p1387,3
human3068|p1425,3
human3071|p1930,3
human3312|p614,3
human3208|p887,3
human1268|p3369,3
human2318|p505,3
human401|p809,3
human1384|p95,3
human1011|p6229,3
human728|p2020,3
human2347|p2544,3
human1680|p368,3
human1172|p413,3
human1264|p276,3
human1438|p1445,3
human1594|p1610,3
human1829|p1956,3
human2107|p931,3
human2337|p370,3
human1439|p2123,3
human790|p485,3
human2356|p1279,3
human1392|p2624,3
human1397|p2625,3
human1403|p2624,3
human1416|p1869,3
human1426|p1868,3
human250|p2758,3
human617|p771,3
human3438|p1323,3
human3439|p1320,3
human407|p933,3
human2867|p270,3
human2878|p270,3
human2886|p270,3
human3693|p1286,3
human2155|p753,3
human330|p3773,3
human46|p2727,3
human3276|p935,3
human120|p3331,3
human1062|p171,3
human1175|p1690,3
human2312|p35,3
human2566|p134,3
human2567|p134,3
human2652|p900,3
human2655|p845,3
human2666|p488,3
human2703|p1955,3
human1080|p817,3
human1083|p2527,3
human1399|p2006,3
human1424|p965,3
human208|p5189,3
human743|p1157,3
human747|p2198,3
human3695|p1429,3
human66|p1845,3
human919|p103,3
human3696|p939,3
human104|p3043,3
human2763|p950,3
human3266|p362,3
human1292|p2423,3
human507|p1353,3
human22|p694,3
human2667|p341,3
human2674|p238,3
human3694|p233,3
human56|p2698,3
human1603|p1438,3
human1613|p2125,3
human706|p1260,3
human3697|p620,3
human3379|p1585,3
human3574|p37,3
human3577|p226,3
human3645|p1054,3
human944|p1524,3
human3035|p1581,3
human47|p1227,3
human89|p108,3
human1360|p1708,3
human396|p2820,3
human220|p1253,3
human1266|p656,3
human3366|p627,3
human3579|p1341,3
human3586|p1384,3
human3743|p708,3
human3220|p2031,3
human3224|p1920,3
human3204|p747,3
human3580|p688,3
human3584|p339,3
human3585|p53,3
human233|p1244,3
human3582|p101,3
human3587|p674,3
human1125|p1488,3
human3575|p566,3
human3581|p760,3
human3448|p493,3
human3450|p492,3
human1357|p532,3
human2213|p756,3
human133|p2157,3
human878|p1379,3
human2557|p354,3
human2638|p1043,3
human2646|p5,3
human93|p577,3
human278|p1098,3
human467|p2465,3
human564|p1325,3
human477|p1521,3
human3742|p635,3
human304|p507,3
human2615|p1454,3
human2623|p1220,3
human1954|p2012,3
human11|p2186,3
human680|p1948,3
human3578|p1318,3
human893|p627,3
human2825|p1123,3
human2838|p1122,3
human2771|p1043,3
human1287|p421,3
human1727|p358,3
human2354|p1553,3
human2361|p1296,3
human2370|p1214,3
human2373|p1216,3
human1008|p4695,3
human708|p1149,3
human659|p556,3
human485|p2616,3
human550|p2502,3
human1326|p1418,3
human1816|p764,3
human1985|p760,3
human1369|p532,3
human2939|p1339,3
human2970|p1226,3
human2981|p1227,3
human158|p1942,3
human1174|p497,3
human1193|p955,3
human1940|p939,3
human810|p171,3
human1322|p1068,3
human1754|p652,3
human1763|p652,3
human2795|p1126,3
human1818|p1938,3
human2946|p787,3
human2956|p790,3
human2969|p1340,3
human2983|p1339,3
human2410|p1488,3
human2425|p1012,3
human2426|p1013,3
human2427|p1012,3
human3464|p1529,3
human3465|p1478,3
human25|p692,3
human215|p654,3
human257|p183,3
human265|p2037,3
human641|p1768,3
human1136|p1690,3
human544|p612,3
human1254|p473,3
human1305|p740,3
human1785|p6151,3
human1788|p5074,3
human2524|p5309,3
human2713|p3208,3
human1676|p1587,3
human2267|p2088,3
human3120|p2032,3
human2443|p86,3
human2814|p1173,3
human1030|p4722,3
human1221|p5001,3
human53|p2801,3
human2822|p541,3
human2733|p41,3
human2738|p41,3
human2759|p41,3
human2766|p41,3
human2774|p41,3
human139|p2045,3
human2121|p587,3
human2125|p585,3
human186|p4138,3
human2722|p1234,3
human3417|p933,3
human1699|p1182,3
human183|p104,3
human2713|p3016,3
human1391|p2297,3
human1406|p2395,3
human1430|p428,3
human1496|p2095,3
human3110|p663,3
human2413|p992,3
human601|p25,3
human929|p775,3
human3031|p3649,3
human1218|p2353,3
human1229|p2700,3
human719|p1504,3
human1155|p1220,3
human1161|p1218,3
human1094|p2163,3
human1095|p2140,3
human640|p1237,3
human1850|p1104,3
human1857|p1016,3
human1865|p1017,3
human1868|p1015,3
human1883|p1353,3
human2769|p2798,3
human2005|p118,3
human2014|p118,3
human2022|p452,3
human2305|p2116,3
human2168|p1027,3
human2204|p575,3
human737|p213,3
human740|p1957,3
human292|p1974,3
human2734|p195,3
human2739|p195,3
human2743|p1170,3
human2755|p1486,3
human2767|p1282,3
human2770|p1333,3
human2675|p2532,3
human2334|p2002,3
human902|p66,3
human1808|p1115,3
human526|p573,3
human214|p2047,3
human2994|p2372,3
human1527|p1340,3
human1528|p1141,3
human1559|p1327,3
human1569|p1326,3
human1584|p405,3
human1590|p405,3
human2324|p1837,3
human2326|p1779,3
human261|p801,3
human37|p1149,3
human1837|p545,3
human1854|p3390,3
human2126|p2081,3
human2388|p316,3
human459|p3370,3
human3115|p1042,3
human3116|p1045,3
human1617|p2827,3
human1011|p2244,3
human1533|p1131,3
human1575|p1609,3
human1451|p2338,3
human604|p5058,3
human637|p3036,3
human397|p784,3
human3777|p77,3
human3778|p507,3
human48|p1278,3
human288|p107,3
human70|p2813,3
human732|p853,3
human888|p1586,3
human890|p702,3
human1703|p2002,3
human748|p1173,3
human3776|p794,3
human776|p384,3
human1415|p225,3
human1943|p55,3
human1944|p329,3
human2140|p159,3
human2172|p163,3
human2185|p163,3
human2943|p179,3
human2968|p80,3
human2979|p79,3
human194|p685,3
human393|p1582,3
human906|p1776,3
human3774|p1209,3
human2818|p346,3
human703|p159,3
human852|p1635,3
human857|p330,3
human860|p442,3
human1269|p278,3
human1273|p277,3
human1281|p660,3
human1605|p1740,3
human1102|p1625,3
human1106|p1514,3
human1107|p1513,3
human1505|p2596,3
human1521|p2596,3
human1550|p2596,3
human1558|p2596,3
human2604|p644,3
human456|p653,3
human537|p2644,3
human639|p563,3
human157|p1235,3
human1624|p2864,3
human1625|p2550,3
human1626|p2605,3
human3405|p66,3
human3411|p3756,3
human854|p474,3
human1539|p3491,3
human1202|p1641,3
human1206|p1591,3
human2787|p1755,3
human2792|p1754,3
human3528|p1978,3
human3430|p1094,3
human3036|p2981,3
human1482|p1554,3
human1487|p1662,3
human3131|p370,3
human2900|p2237,3
human2902|p2174,3
human1191|p2217,3
human1196|p2211,3
human1198|p2096,3
human2828|p208,3
human2832|p208,3
human3481|p378,3
human1844|p163,3
human1739|p1304,3
human3626|p1509,3
human1795|p1067,3
human1802|p1067,3
human3393|p3962,3
human1744|p20,3
human1747|p20,3
human154|p2124,3
human908|p3078,3
human2999|p257,3
human3002|p251,3
human3050|p930,3
human3100|p204,3
human3103|p204,3
human3462|p3830,3
human517|p2904,3
human3552|p2352,3
human3287|p1331,3
human112|p3314,3
human1178|p2250,3
human964|p4070,3
human965|p4073,3
human977|p4521,3
human1025|p184,3
human3048|p2199,3
human3062|p4151,3
human3077|p4748,3
human3113|p1791,3
human3166|p1616,3
human3167|p6,3
human3178|p4088,3
human3195|p845,3
human3344|p3124,3
human3382|p1224,3
human3384|p2265,3
human3390|p1179,3
human3422|p4181,3
human3073|p5354,3
human3076|p4937,3
human3434|p116,3
human61|p386,3
human309|p1881,3
human1386|p1992,3
human2453|p3957,3
human2472|p3927,3
human2474|p4098,3
human3040|p2603,3
human3112|p3701,3
human3150|p4824,3
human3219|p5143,3
human3373|p1487,3
human3242|p1700,3
human3246|p1754,3
human295|p57,3
human470|p3490,3
human1483|p4191,3
human1494|p4242,3
human1447|p3931,3
human1459|p4415,3
human2846|p3381,3
human2876|p3381,3
human342|p1317,3
human1585|p1258,3
human1593|p1429,3
human3010|p1022,3
human3011|p1022,3
human1839|p1983,3
human1849|p1984,3
human1860|p1221,3
human730|p1214,3
human621|p87,3
human3420|p3253,3
human159|p2562,3
human3145|p2698,3
human1889|p3100,3
human894|p771,3
human544|p165,3
human3395|p3690,3
human3396|p3690,3
human2925|p1697,3
human196|p874,3
human946|p1588,3
human81|p4309,3
human1696|p1165,3
human243|p313,3
human1841|p611,3
human1859|p1364,3
human1861|p1363,3
human1866|p1362,3
human1874|p611,3
human1878|p610,3
human1881|p610,3
human510|p637,3
human2411|p3084,3
human642|p2863,3
human2974|p836,3
human2984|p803,3
human678|p4370,3
human2702|p2385,3
human2835|p904,3
human1186|p1297,3
human3610|p1947,3
human1900|p3230,3
human332|p3347,3
human2705|p672,3
human2714|p672,3
human435|p3398,3
human498|p747,3
human89|p475,3
human47|p1957,3
human1513|p1160,3
human3482|p2119,3
human677|p4394,3
human11|p1172,3
human2194|p1279,3
human213|p1072,3
human3182|p25,3
human1394|p933,3
human1396|p942,3
human1402|p931,3
human1411|p2472,3
human1418|p2472,3
human1555|p2357,3
human1577|p1461,3
human1588|p2270,3
human1599|p642,3
human1610|p2322,3
human352|p2287,3
human2118|p2838,3
human2122|p1902,3
human2129|p868,3
human1679|p226,3
human1688|p566,3
human1690|p566,3
human1697|p52,3
human239|p2136,3
human3179|p1459,3
human3181|p1484,3
human2412|p632,3
human3782|p1597,3
human2547|p2943,3
human197|p2084,3
human392|p2171,3
human531|p1009,3
human1139|p760,3
human1524|p899,3
human1612|p1650,3
human138|p2776,3
human3424|p1630,3
human1410|p631,3
human3273|p1470,3
human182|p4,3
human652|p2915,3
human441|p308,3
human3093|p3504,3
human1046|p2620,3
human1407|p2477,3
human1433|p860,3
human570|p2716,3
human2661|p6734,3
human1093|p2568,3
human439|p780,3
human2787|p2109,3
human2792|p2108,3
human609|p2908,3
human96|p1230,3
human1658|p3153,3
human1518|p2007,3
human44|p3269,3
human1202|p3190,3
human1206|p3013,3
human371|p4981,3
human62|p2408,3
human212|p2522,3
human478|p41,3
human1098|p522,3
human330|p3102,3
human639|p2055,3
human3377|p5023,3
human1586|p797,3
human1601|p359,3
human1608|p1991,3
human294|p1014,3
human3135|p2122,3
human1507|p2402,3
human1562|p2081,3
human1711|p637,3
human179|p32,3
human1547|p3278,3
human2810|p2181,3
human119|p45,3
human438|p2221,3
human1676|p401,3
human1699|p88,3
human1549|p4068,3
human120|p4627,3
human1011|p230,3
human71|p2495,3
human3179|p459,3
human3181|p459,3
human3182|p769,3
human991|p2946,3
human996|p2480,3
human270|p2468,3
human318|p1966,3
human636|p1113,3
human1830|p1456,3
human361|p1496,3
human1463|p3738,3
human208|p1394,3
human1809|p803,3
human2922|p2917,3
human124|p1639,3
human97|p1526,3
human226|p702,3
human390|p599,3
human546|p2796,3
human607|p575,3
human2671|p617,3
human2570|p1013,3
human1843|p3069,3
human2560|p1391,3
human2696|p2323,3
human22|p11,3
human118|p533,3
human624|p2841,3
human306|p2249,3
human1028|p1790,3
human3345|p1735,3
human3126|p378,3
human3200|p1816,3
human3388|p1696,3
human3451|p490,3
human3421|p1605,3
human3425|p1604,3
human876|p2099,3
human255|p2667,3
human2431|p1329,3
human2548|p1745,3
human2549|p1721,3
human2561|p504,3
human3256|p1552,3
human3350|p570,3
human1727|p357,3
human2768|p289,3
human2771|p1042,3
human3482|p1702,3
human2560|p2186,3
human2486|p645,3
human1930|p158,3
human1931|p158,3
human2349|p1297,3
human1967|p1564,3
human1921|p831,3
human1955|p693,3
human3098|p4071,3
human2400|p706,3
human2898|p1246,3
human2664|p410,3
human704|p2010,3
human3576|p462,3
human2336|p1318,3
human877|p862,3
human1935|p1383,3
human245|p1751,3
human1767|p2189,3
human5|p56,3
human136|p248,3
human314|p386,3
human353|p2130,3
human3789|p1666,3
human1709|p3705,3
human520|p3283,3
human565|p463,3
human127|p2662,3
human2919|p2895,3
human679|p130,3
human2799|p1713,3
human1739|p1734,3
human0|p1211,4
human623|p1926,4
human3526|p162,4
human264|p1545,4
human921|p523,4
human2439|p2000,4
human3198|p1391,4
human3524|p253,4
human3525|p1273,4
human3527|p1889,4
human3744|p71,4
human722|p1257,4
human1145|p1192,4
human3544|p2062,4
human2197|p458,4
human3121|p147,4
human702|p633,4
human803|p1236,4
human1009|p2159,4
human880|p535,4
human3749|p790,4
human3752|p1945,4
human3522|p342,4
human3748|p351,4
human494|p775,4
human3751|p1854,4
human3756|p1892,4
human3753|p2332,4
human3755|p153,4
human3518|p1787,4
human3519|p103,4
human3521|p1620,4
human3746|p1283,4
human524|p664,4
human3745|p662,4
human927|p908,4
human928|p908,4
human3019|p1097,4
human3549|p510,4
human3551|p860,4
human545|p1219,4
human3747|p485,4
human699|p1426,4
human320|p1859,4
human3754|p163,4
human585|p368,4
human3520|p188,4
human3758|p163,4
human3548|p261,4
human402|p858,4
human2417|p1311,4
human712|p172,4
human2|p1308,4
human811|p1781,4
human1063|p1459,4
human268|p369,4
human774|p2146,4
human2189|p729,4
human3523|p404,4
human845|p971,4
human3057|p4753,4
human2521|p226,4
human1927|p1410,4
human521|p987,4
human772|p1599,4
human779|p705,4
human844|p912,4
human1809|p185,4
human809|p427,4
human1662|p217,4
human3550|p280,4
human745|p635,4
human2519|p229,4
human705|p1637,4
human867|p1900,4
human3757|p2215,4
human3771|p108,4
human3772|p1456,4
human3764|p1944,4
human3765|p850,4
human3766|p692,4
human3769|p1108,4
human3770|p447,4
human3773|p1508,4
human1708|p535,4
human499|p2019,4
human3767|p109,4
human3768|p1166,4
human3763|p865,4
human3547|p1305,4
human3542|p1769,4
human3543|p1390,4
human3759|p2416,4
human584|p1220,4
human2051|p102,4
human2054|p102,4
human2746|p1799,4
human3540|p215,4
human3541|p153,4
human3546|p1355,4
human3539|p50,4
human3530|p735,4
human3532|p625,4
human3535|p458,4
human3536|p312,4
human3537|p217,4
human3760|p631,4
human3761|p618,4
human3762|p231,4
human418|p650,4
human3538|p901,4
human773|p127,4
human839|p2115,4
human489|p1710,4
human780|p884,4
human3533|p217,4
human90|p1887,4
human2438|p1879,4
human1730|p2421,4
human2433|p1486,4
human2434|p341,4
human1126|p218,4
human2940|p1820,4
human2952|p1756,4
human2959|p1748,4
human2978|p1546,4
human2336|p931,4
human1928|p108,4
human3531|p303,4
human2180|p209,4
human2262|p2171,4
human2406|p1181,4
human1642|p319,4
human2146|p618,4
human1752|p306,4
human2287|p1062,4
human33|p1337,4
human465|p1216,4
human587|p1655,4
human2948|p352,4
human354|p1466,4
human2408|p1633,4
human3416|p140,4
human2929|p244,4
human2936|p243,4
human2937|p243,4
human2965|p332,4
human2967|p331,4
human200|p1201,4
human2683|p2643,4
human2527|p1968,4
human2543|p1894,4
human2078|p294,4
human1907|p795,4
human413|p746,4
human721|p904,4
human763|p1178,4
human913|p412,4
human914|p1838,4
human1785|p7514,4
human3545|p848,4
human2236|p713,4
human729|p1351,4
human3750|p1378,4
human3315|p527,4
human3317|p527,4
human2449|p1768,4
human775|p1565,4
human2020|p639,4
human896|p1093,4
human2324|p736,4
human2326|p689,4
human2334|p522,4
human2675|p40,4
human35|p2097,4
human711|p218,4
human619|p2111,4
human2661|p6125,4
human1630|p1629,4
human1635|p1398,4
human1407|p2639,4
human1410|p4919,4
human1433|p3087,4
human3774|p474,4
human3452|p2167,4
human1948|p51,4
human2207|p42,4
human1173|p1085,4
human1337|p157,4
human1652|p395,4
human1660|p168,4
human1222|p252,4
human720|p1596,4
human2658|p924,4
human2663|p898,4
human2670|p87,4
human683|p1506,4
human1060|p656,4
human1061|p1002,4
human3024|p232,4
human732|p1193,4
human888|p1999,4
human890|p425,4
human2155|p2518,4
human2883|p929,4
human703|p1052,4
human3278|p104,4
human3775|p703,4
human3777|p1131,4
human51|p129,4
human852|p1049,4
human857|p926,4
human860|p566,4
human397|p38,4
human490|p808,4
human3529|p607,4
human3778|p1585,4
human2204|p2533,4
human621|p101,4
human3528|p250,4
human2535|p973,4
human3534|p1706,4
human3776|p2215,4
human37|p254,4
human214|p1978,4
human459|p2317,4
human526|p3146,4
human1094|p479,4
human1095|p415,4
human2994|p253,4
human1941|p2298,4
human832|p811,4
human751|p2087,4
human3284|p974,4
human2806|p169,4
human2556|p1185,4
human2258|p1636,4
human2328|p1604,4
human3268|p1163,4
human3271|p1169,4
human3272|p1163,4
human1819|p1119,4
human3286|p324,4
human3288|p324,4
human770|p1017,4
human3003|p590,4
human1116|p1553,4
human121|p2243,4
human1376|p88,4
human2073|p490,4
human2076|p491,4
human2756|p751,4
human3306|p593,4
human3307|p593,4
human3023|p1341,4
human942|p1578,4
human942|p3880,4
human943|p1579,4
human3034|p2159,4
human2230|p935,4
human2232|p935,4
human2900|p2325,4
human2902|p2262,4
human2768|p2585,4
human2898|p1533,4
human3289|p1692,4
human1127|p1451,4
human1132|p1488,4
human131|p292,4
human2988|p454,4
human2990|p796,4
human2991|p796,4
human3381|p1840,4
human3455|p756,4
human3333|p1644,4
human3334|p1720,4
human3443|p1377,4
human2000|p57,4
human290|p1647,4
human3147|p1836,4
human2201|p831,4
human801|p1865,4
human804|p1307,4
human806|p884,4
human3259|p1041,4
human2696|p1732,4
human344|p88,4
human3191|p811,4
human3194|p844,4
human3233|p987,4
human3263|p360,4
human3264|p360,4
human1111|p1802,4
human1119|p1728,4
human3328|p72,4
human3006|p646,4
human3042|p1500,4
human3173|p260,4
human3176|p1649,4
human3177|p1652,4
human3375|p981,4
human1656|p1857,4
human2631|p2282,4
human2736|p716,4
human3475|p370,4
human3477|p69,4
human1373|p1077,4
human2397|p1017,4
human3018|p932,4
human750|p867,4
human3469|p1439,4
human3470|p1439,4
human3196|p1194,4
human735|p2511,4
human473|p1279,4
human614|p795,4
human3236|p2431,4
human3237|p2231,4
human3239|p2230,4
human3354|p986,4
human3356|p986,4
human987|p1050,4
human3081|p1989,4
human3115|p76,4
human3116|p76,4
human70|p2324,4
human1031|p2311,4
human2158|p98,4
human2163|p98,4
human805|p139,4
human1386|p1395,4
human2799|p363,4
human2143|p176,4
human1924|p714,4
human1926|p887,4
human2760|p2334,4
human864|p1475,4
human866|p1708,4
human2660|p744,4
human2933|p2186,4
human1370|p1837,4
human2292|p1633,4
human3460|p962,4
human3461|p967,4
human1755|p815,4
human2619|p877,4
human422|p121,4
human1913|p782,4
human2653|p1881,4
human3781|p636,4
human340|p1686,4
human2636|p2403,4
human1767|p1390,4
human1777|p197,4
human1739|p1614,4
human2677|p2522,4
human946|p1882,4
human47|p1844,4
human1814|p1008,4
human1820|p1008,4
human2840|p1646,4
human2234|p1191,4
human2826|p86,4
human2837|p86,4
human2941|p1847,4
human865|p1034,4
human869|p240,4
human2751|p209,4
human11|p242,4
human89|p2301,4
human2313|p1884,4
human1307|p179,4
human2056|p228,4
human2794|p238,4
human2798|p1501,4
human2908|p247,4
human2925|p1806,4
human1146|p373,4
human1325|p1305,4
human1755|p1407,4
human2060|p1199,4
human2828|p1595,4
human2832|p1528,4
human2531|p176,4
human639|p3210,4
human1172|p899,4
human1264|p181,4
human1384|p326,4
human1438|p1323,4
human1594|p242,4
human1829|p962,4
human2107|p810,4
human2337|p763,4
human1177|p188,4
human1190|p210,4
human2502|p579,4
human1745|p932,4
human1750|p3,4
human766|p926,4
human2297|p68,4
human1162|p387,4
human2110|p1674,4
human1795|p278,4
human1802|p278,4
human3481|p1018,4
human2446|p1256,4
human2481|p1540,4
human3243|p584,4
human737|p207,4
human740|p2010,4
human461|p1533,4
human767|p1585,4
human1553|p395,4
human1840|p1855,4
human1845|p1855,4
human1852|p1817,4
human1863|p1812,4
human1867|p1812,4
human1873|p1835,4
human1877|p1839,4
human1879|p1834,4
human549|p1349,4
human2975|p449,4
human2625|p1585,4
human1772|p1320,4
human1424|p2937,4
human2644|p419,4
human2754|p750,4
human1744|p1513,4
human1747|p1469,4
human68|p555,4
human1657|p1045,4
human2112|p1034,4
human2120|p966,4
human2121|p1548,4
human2125|p1382,4
human2126|p2526,4
human2511|p948,4
human2515|p948,4
human833|p654,4
human842|p1816,4
human1171|p407,4
human1441|p514,4
human2139|p956,4
human2989|p137,4
human2993|p414,4
human2545|p2144,4
human280|p774,4
human3340|p663,4
human2791|p457,4
human2801|p370,4
human2081|p743,4
human2082|p742,4
human2377|p264,4
human1399|p2456,4
human1811|p416,4
human963|p939,4
human967|p939,4
human3061|p308,4
human707|p197,4
human1836|p722,4
human1851|p597,4
human2484|p88,4
human2485|p88,4
human2488|p457,4
human2488|p1658,4
human1629|p1449,4
human2194|p778,4
human719|p914,4
human1234|p239,4
human1304|p1101,4
human1309|p135,4
human1812|p923,4
human1815|p538,4
human2210|p817,4
human2295|p834,4
human2300|p834,4
human2442|p919,4
human2476|p339,4
human2593|p727,4
human2918|p252,4
human2926|p257,4
human1724|p697,4
human2748|p1490,4
human3419|p668,4
human419|p253,4
human893|p1242,4
human2713|p1620,4
human1254|p2024,4
human810|p1981,4
human2339|p353,4
human2348|p353,4
human2688|p140,4
human3681|p314,4
human3682|p1524,4
human139|p1357,4
human2304|p478,4
human2114|p1660,4
human2227|p1093,4
human2235|p1086,4
human2311|p89,4
human2316|p89,4
human2412|p1655,4
human984|p1434,4
human989|p1436,4
human902|p2277,4
human2733|p1816,4
human2738|p1816,4
human2759|p2026,4
human2766|p1999,4
human2774|p2016,4
human2938|p1614,4
human2084|p612,4
human904|p15,4
human2410|p1388,4
human2425|p1597,4
human2426|p1597,4
human2427|p1596,4
human2394|p2664,4
human2403|p2504,4
human1621|p2403,4
human208|p626,4
human2099|p1782,4
human2101|p1710,4
human1182|p86,4
human1184|p86,4
human1934|p2094,4
human2467|p942,4
human330|p3931,4
human1269|p2340,4
