Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Source_batch	form	Quality
T2108174111_concoct_bins_bin.92	91.52	1.75	Neural Network (Specific Model)	11	0.887	7744	280.42659279778394	4444433	0.6	4693	748	41144	None	HSMG_3	HSMG	HQ
T2108174111_metabat2_bins_bin.15	71.34	3.48	Neural Network (Specific Model)	11	0.869	5186	283.61842882457177	1652859	0.64	1693	376	28838	None	HSMG_3	HSMG	
T2108174111_metabat2_bins_bin.3	61.78	4.41	Gradient Boost (General Model)	11	0.907	5230	263.8318800139519	2496701	0.67	2867	593	41823	None	HSMG_3	HSMG	
T2108174111_metabat2_bins_bin.36	85.62	0.9	Neural Network (Specific Model)	11	0.916	42685	313.4829706717124	2167696	0.52	2114	74	86899	None	HSMG_3	HSMG	
T2108174111_metabat2_bins_bin.76	46.31	1.34	Neural Network (Specific Model)	11	0.928	6025	288.59424920127793	873993	0.56	939	156	22357	None	HSMG_3	HSMG	
T2108174113_concoct_bins_bin.98	84.22	6.23	Gradient Boost (General Model)	11	0.888	3146	260.6821971554684	1792325	0.56	2039	675	11188	None	HSMG_3	HSMG	
T2108174115_metabat2_bins_bin.3	52.93	1.02	Neural Network (Specific Model)	11	0.897	3120	251.53218884120173	1956982	0.7	2330	670	13862	None	HSMG_3	HSMG	
T2108174116_metabat2_bins_bin.36	41.13	0	Neural Network (Specific Model)	11	0.916	471648	330.5345821325648	750299	0.51	694	3	471648	None	HSMG_3	HSMG	
T2108174116_metabat2_bins_bin.9	53.93	2.85	Neural Network (Specific Model)	11	0.902	3619	270.34330244313395	2132014	0.73	2374	640	11749	None	HSMG_3	HSMG	
T2108174117_maxbin2_bins_bin.36	76.55	4.89	Neural Network (Specific Model)	11	0.888	5014	253.33121424030514	1343043	0.44	1573	370	26175	None	HSMG_3	HSMG	
T2108174117_metabat2_bins_bin.6	60.1	2.78	Neural Network (Specific Model)	11	0.901	3263	266.1205733558179	2098439	0.73	2372	685	13513	None	HSMG_3	HSMG	
T2108174118_concoct_bins_bin.47	84.01	9.33	Neural Network (Specific Model)	11	0.871	9830	304.75934887813463	2380589	0.63	2273	389	119511	None	HSMG_3	HSMG	
T2108174118_metabat2_bins_bin.10	100	0	Gradient Boost (General Model)	11	0.87	62038	312.2118270079435	1217594	0.38	1133	30	215925	None	HSMG_3	HSMG	HQ
T2108174118_metabat2_bins_bin.4	82.68	2.1	Neural Network (Specific Model)	11	0.87	9634	311.5649496080627	1915584	0.64	1786	263	34038	None	HSMG_3	HSMG	
T2108174119_concoct_bins_bin.68	53.61	2.27	Gradient Boost (General Model)	11	0.915	2766	223.11868037703513	1701845	0.69	2334	685	8928	None	HSMG_3	HSMG	
T2108174119_concoct_bins_bin.77	82.63	6.18	Neural Network (Specific Model)	11	0.862	3842	260.8362652232747	2007543	0.64	2217	620	20203	None	HSMG_3	HSMG	
T2108174120_concoct_bins_bin.56	97.9	6.2	Gradient Boost (General Model)	11	0.894	4567	256.0020925366194	3690845	0.67	4301	1029	38577	None	HSMG_3	HSMG	
T2108174122_concoct_bins_bin.111	95.14	3.17	Gradient Boost (General Model)	11	0.903	10643	283.6907273736813	1692443	0.3	1801	233	36060	None	HSMG_3	HSMG	HQ
T2108174122_metabat2_bins_bin.29	83.9	2.18	Neural Network (Specific Model)	11	0.859	5879	273.89990234375	1956430	0.44	2048	405	31866	None	HSMG_3	HSMG	
T2108174122_metabat2_bins_bin.36	79.53	1.35	Neural Network (Specific Model)	11	0.838	29225	288.1306666666667	1931720	0.32	1875	108	105356	None	HSMG_3	HSMG	
T2108174122_metabat2_bins_bin.52	87.31	6.91	Neural Network (Specific Model)	11	0.895	13614	314.08907480314963	2134706	0.65	2032	251	40615	None	HSMG_3	HSMG	
T2108174122_metabat2_bins_bin.55	72.2	5.18	Gradient Boost (General Model)	4	0.885	3155	237.1260606060606	661499	0.36	825	226	28820	None	HSMG_3	HSMG	
T2108174122_metabat2_bins_bin.60	79.02	5.95	Gradient Boost (General Model)	11	0.888	5394	269.29370179948586	1414083	0.39	1556	308	19685	None	HSMG_3	HSMG	
T2108174123_concoct_bins_bin.107	92.46	2.09	Gradient Boost (General Model)	11	0.917	10915	284.24488219389724	2402425	0.68	2589	295	50512	None	HSMG_3	HSMG	HQ
T2108174123_concoct_bins_bin.24	94.34	2.54	Gradient Boost (General Model)	11	0.922	6872	282.8536627505183	5307323	0.6	5788	975	35088	None	HSMG_3	HSMG	HQ
T2108174123_metabat2_bins_bin.101	78.25	0	Neural Network (Specific Model)	11	0.837	100084	364.771021021021	1740811	0.6	1332	31	221841	None	HSMG_3	HSMG	
T2108174126_concoct_bins_bin.122	84.13	5.56	Neural Network (Specific Model)	11	0.877	3855	274.96156086196856	1610760	0.49	1717	511	18716	None	HSMG_3	HSMG	
T2108174126_concoct_bins_bin.44	99.91	6.11	Neural Network (Specific Model)	11	0.903	77349	352.5118069815195	2279468	0.53	1948	91	310546	None	HSMG_3	HSMG	
T2108174126_metabat2_bins_bin.3	76.71	1.36	Neural Network (Specific Model)	11	0.901	7215	290.38967136150234	2673334	0.74	2769	478	31339	None	HSMG_3	HSMG	
T2108174127_metabat2_bins_bin.105	55.39	7.67	Neural Network (Specific Model)	11	0.894	2725	237.1669708029197	2610793	0.65	3288	972	17097	None	HSMG_3	HSMG	
T2108174127_metabat2_bins_bin.115	81.67	1.37	Neural Network (Specific Model)	11	0.869	6412	295.27556644213104	1661761	0.65	1633	320	27494	None	HSMG_3	HSMG	
T2108174127_metabat2_bins_bin.55	81.48	0.03	Neural Network (Specific Model)	11	0.847	20641	289.5108813928183	1882982	0.32	1838	150	116176	None	HSMG_3	HSMG	
T2108174128_maxbin2_bins_bin.29	87.43	6.9	Neural Network (Specific Model)	11	0.87	13227	288.6246511627907	4273965	0.62	4300	552	86678	None	HSMG_3	HSMG	
T2108174128_metabat2_bins_bin.7	63.36	1.17	Neural Network (Specific Model)	11	0.88	24220	343.626968503937	1188393	0.61	1016	71	147380	None	HSMG_3	HSMG	
T2108174128_metabat2_bins_bin.81	63.69	2.66	Neural Network (Specific Model)	11	0.9	15030	299.99603489294213	1257823	0.37	1261	110	60010	None	HSMG_3	HSMG	
T2108174131_maxbin2_bins_bin.46	88.49	8.52	Neural Network (Specific Model)	11	0.868	7135	275.82289649236066	4422128	0.62	4647	903	75268	None	HSMG_3	HSMG	
T2108174131_metabat2_bins_bin.10	96.35	0	Gradient Boost (General Model)	11	0.862	101444	306.9234194122885	1197017	0.38	1123	24	163760	None	HSMG_3	HSMG	HQ
T2108174131_metabat2_bins_bin.24	72.89	2.5	Gradient Boost (General Model)	11	0.926	34155	326.64989775051123	2582121	0.54	2445	116	86730	None	HSMG_3	HSMG	
T2108174131_metabat2_bins_bin.48	79.6	1.79	Neural Network (Specific Model)	11	0.812	10186	297.19206579583937	2268466	0.41	2067	302	84171	None	HSMG_3	HSMG	
T2108174131_metabat2_bins_bin.53	83.5	4.9	Neural Network (Specific Model)	11	0.933	8397	280.21042532779023	2812719	0.72	3127	458	32320	None	HSMG_3	HSMG	
T2108174131_metabat2_bins_bin.64	84.93	2	Neural Network (Specific Model)	11	0.872	14030	291.66379522520305	4071093	0.55	4063	404	87539	None	HSMG_3	HSMG	
T2108174131_metabat2_bins_bin.90	53.15	2.21	Neural Network (Specific Model)	11	0.889	3316	265.11352253756263	1606031	0.71	1797	516	14268	None	HSMG_3	HSMG	
T2108174135_maxbin2_bins_bin.34	89.44	1.28	Neural Network (Specific Model)	11	0.895	20507	305.5857683982684	3781037	0.68	3696	318	63781	None	HSMG_3	HSMG	
T2108174135_maxbin2_bins_bin.48	100	6.6	Gradient Boost (General Model)	11	0.924	1567825	330.1564828614009	4302036	0.53	4026	136	1738726	None	HSMG_3	HSMG	
T2108174135_metabat2_bins_bin.117	84.56	0.16	Neural Network (Specific Model)	11	0.915	40768	317.3858374943259	2288534	0.67	2203	95	125703	None	HSMG_3	HSMG	
T2108174135_metabat2_bins_bin.125	77.32	2.44	Neural Network (Specific Model)	11	0.911	27532	322.107905982906	1982527	0.73	1872	114	115853	None	HSMG_3	HSMG	
T2108174135_metabat2_bins_bin.99	57.7	1.51	Neural Network (Specific Model)	11	0.931	9149	274.7556210836712	2393644	0.42	2713	331	28607	None	HSMG_3	HSMG	
T2108174137_metabat2_bins_bin.34	87.77	1.09	Neural Network (Specific Model)	11	0.908	20664	311.7167701863354	2482435	0.6	2415	178	150380	None	HSMG_3	HSMG	
T2108174138_maxbin2_bins_bin.20	67.73	4.77	Neural Network (Specific Model)	11	0.845	6992	277.59054209919265	1705283	0.4	1734	344	28073	None	HSMG_3	HSMG	
T2108174138_metabat2_bins_bin.16	53.11	1.36	Neural Network (Specific Model)	11	0.85	17825	274.5260029717682	1301631	0.37	1346	115	54223	None	HSMG_3	HSMG	
T2108174139_metabat2_bins_bin.4	54.69	2.22	Neural Network (Specific Model)	11	0.912	4798	263.8778103616813	886103	0.35	1023	209	19698	None	HSMG_3	HSMG	
T2108174140_metabat2_bins_bin.13	100	0.04	Gradient Boost (General Model)	11	0.873	36084	310.0034812880766	1221005	0.38	1149	58	93020	None	HSMG_3	HSMG	HQ
T2108174141_concoct_bins_bin.77	71.44	5.05	Neural Network (Specific Model)	11	0.873	2664	262.49739776951674	1211521	0.42	1345	519	15208	None	HSMG_3	HSMG	
T2108174141_metabat2_bins_bin.15	97.67	0	Gradient Boost (General Model)	11	0.879	33770	316.5974614687217	1189151	0.38	1103	60	119642	None	HSMG_3	HSMG	HQ
T2108174142_concoct_bins_bin.92	71.98	1	Neural Network (Specific Model)	11	0.894	3296	286.54014598540147	1446261	0.36	1507	504	24515	None	HSMG_3	HSMG	
T2108174142_maxbin2_bins_bin.47	62.4	5.37	Neural Network (Specific Model)	11	0.881	11427	260.2806201550388	1139877	0.27	1290	189	36872	None	HSMG_3	HSMG	
T2108174142_metabat2_bins_bin.95	68.37	5.89	Neural Network (Specific Model)	11	0.904	4808	257.5311795642374	1134958	0.36	1331	263	22120	None	HSMG_3	HSMG	
T2108174143_concoct_bins_bin.111	78.12	1.48	Neural Network (Specific Model)	11	0.894	5835	266.27732727862474	2748956	0.61	3083	575	25153	None	HSMG_3	HSMG	
T2108174143_metabat2_bins_bin.84	57.16	1.6	Neural Network (Specific Model)	11	0.873	6999	315.27891156462584	1271005	0.5	1176	217	26037	None	HSMG_3	HSMG	
T2108174144_concoct_bins_bin.49	85.53	4.81	Neural Network (Specific Model)	11	0.916	12313	310.43573381950773	2227096	0.74	2194	248	69402	None	HSMG_3	HSMG	
T2108174144_concoct_bins_bin.72	77.44	2.81	Neural Network (Specific Model)	11	0.879	6428	300.1273754494093	1989323	0.71	1947	367	26675	None	HSMG_3	HSMG	
T2108174145_maxbin2_bins_bin.73	64.85	4.81	Neural Network (Specific Model)	11	0.895	6656	283.5485284909205	1514973	0.58	1597	362	32008	None	HSMG_3	HSMG	
T2108174145_metabat2_bins_bin.71	59.85	5.12	Neural Network (Specific Model)	11	0.854	6388	267.48858075040783	1151288	0.4	1226	211	23393	None	HSMG_3	HSMG	
T2108174147_concoct_bins_bin.86	78.4	8.42	Neural Network (Specific Model)	11	0.916	2488	225.23117338003502	839904	0.44	1142	372	8764	None	HSMG_3	HSMG	
T2108174147_maxbin2_bins_bin.77	58.81	5.66	Neural Network (Specific Model)	11	0.861	5265	274.743125	1530461	0.56	1600	384	35343	None	HSMG_3	HSMG	
T2108174147_metabat2_bins_bin.20	69.22	1.37	Neural Network (Specific Model)	11	0.841	9139	300.6311254711901	1988488	0.37	1857	310	31794	None	HSMG_3	HSMG	
T2108174147_metabat2_bins_bin.43	60.87	3.43	Neural Network (Specific Model)	11	0.903	6578	277.92149088025377	1162360	0.33	1261	228	30806	None	HSMG_3	HSMG	
T2109198869_metabat2_bins_bin.9	74.7	2.73	Neural Network (Specific Model)	11	0.834	6892	262.7492307692308	1839957	0.32	1950	322	22573	None	HSMG_3	HSMG	
T2109198874_maxbin2_bins_bin.8	73.24	13.53	Neural Network (Specific Model)	11	0.857	42952	276.5385505011565	2506646	0.36	2594	306	127016	None	HSMG_3	HSMG	
T2109198883_maxbin2_bins_bin.16	100	7.25	Neural Network (Specific Model)	11	0.875	147462	309.9624116114626	2849493	0.52	2687	195	302567	None	HSMG_3	HSMG	
T2109198884_maxbin2_bins_bin.19	59.4	2.3	Neural Network (Specific Model)	11	0.861	2415	236.40308918784254	1650425	0.44	2007	756	10782	None	HSMG_3	HSMG	
T2109198891_metabat2_bins_bin.1	56.49	0.72	Neural Network (Specific Model)	11	0.917	3842	268.25173501577285	1388010	0.74	1585	402	22083	None	HSMG_3	HSMG	
T2109198896_maxbin2_bins_bin.12	50.36	5.31	Gradient Boost (General Model)	11	0.849	1702	197.5221694378464	3515772	0.56	5052	2035	19003	None	HSMG_3	HSMG	
T2109198899_concoct_bins_bin.32	85.8	4.91	Neural Network (Specific Model)	11	0.882	9166	285.3810611384399	5517790	0.62	5692	822	84715	None	HSMG_3	HSMG	
T2109198900_maxbin2_bins_bin.13	63.06	8.66	Neural Network (Specific Model)	11	0.876	7504	263.08455718736093	2021427	0.34	2247	385	44966	None	HSMG_3	HSMG	
T2109198905_metabat2_bins_bin.10	94.53	0.06	Neural Network (Specific Model)	11	0.881	69643	319.78573099415206	4647582	0.6	4275	102	241078	None	HSMG_3	HSMG	HQ
T2109198906_maxbin2_bins_bin.8	77.44	1.34	Neural Network (Specific Model)	11	0.875	17256	295.6176716917923	2416771	0.42	2388	263	80090	None	HSMG_3	HSMG	
T2109198907_maxbin2_bins_bin.1	77.84	7.39	Neural Network (Specific Model)	11	0.879	146461	307.356914326342	2948551	0.4	2813	124	315433	None	HSMG_3	HSMG	
T2109198907_metabat2_bins_bin.16	54.96	0.05	Neural Network (Specific Model)	11	0.847	132515	291.9442458899214	1445293	0.32	1399	16	322039	None	HSMG_3	HSMG	
T2109198911_concoct_bins_bin.5	99.98	3.81	Neural Network (Specific Model)	11	0.837	13045	257.36134117018435	6896351	0.35	7486	774	93685	None	HSMG_3	HSMG	HQ
T2109198913_maxbin2_bins_bin.14	48.92	1.77	Neural Network (Specific Model)	11	0.865	1963	212.17852161785217	3157082	0.58	4302	1649	37496	None	HSMG_3	HSMG	
T2109198918_metabat2_bins_bin.9	71.22	0.04	Neural Network (Specific Model)	11	0.83	14340	265.1050024764735	1930763	0.32	2019	186	57182	None	HSMG_3	HSMG	
T2109198919_maxbin2_bins_bin.11	72.77	3.57	Neural Network (Specific Model)	11	0.867	4106	249.93151028600101	3437960	0.56	3986	1047	15548	None	HSMG_3	HSMG	
T2109198920_concoct_bins_bin.25	58.69	1.81	Gradient Boost (General Model)	11	0.883	1715	200.00067827266562	2995215	0.64	4423	1749	46249	None	HSMG_3	HSMG	
T2109198923_maxbin2_bins_bin.15	89.04	7.23	Gradient Boost (General Model)	11	0.869	5231	264.6403052375997	2627785	0.51	2883	703	37964	None	HSMG_3	HSMG	
T2109198931_maxbin2_bins_bin.16	78.67	5.82	Neural Network (Specific Model)	11	0.838	3591	263.51243243243243	2613532	0.64	2775	934	22752	None	HSMG_3	HSMG	
T2109198936_metabat2_bins_bin.18	63.89	0.05	Neural Network (Specific Model)	11	0.889	7243	287.2693249387898	2765927	0.6	2859	454	29792	None	HSMG_3	HSMG	
T2109198940_concoct_bins_bin.23	100	2.39	Neural Network (Specific Model)	11	0.821	60287	265.07670454545456	6807995	0.35	7040	206	291450	None	HSMG_3	HSMG	HQ
T2109198945_concoct_bins_bin.15	50.86	0.93	Neural Network (Specific Model)	11	0.886	1736	205.74015009380864	1482414	0.59	2132	874	5964	None	HSMG_3	HSMG	
T2109198948_concoct_bins_bin.17	81.41	7.4	Neural Network (Specific Model)	11	0.909	4633	260.11716027874564	1965448	0.33	2296	590	30587	None	HSMG_3	HSMG	
T2109198953_metabat2_bins_bin.17	52.87	0.01	Neural Network (Specific Model)	11	0.859	23835	286.85250965250964	1295436	0.33	1295	74	87898	None	HSMG_3	HSMG	
T2109198954_maxbin2_bins_bin.2	99.97	3.72	Neural Network (Specific Model)	11	0.831	94073	282.44985250737466	2762129	0.32	2712	171	462251	None	HSMG_3	HSMG	HQ
T2109198954_maxbin2_bins_bin.5	95.55	6.5	Neural Network (Specific Model)	11	0.838	34081	277.44292091836735	3109660	0.33	3136	339	169689	None	HSMG_3	HSMG	
T2109198956_metabat2_bins_bin.16	57.47	0.35	Neural Network (Specific Model)	11	0.895	7092	298.85074626865674	1608652	0.71	1608	286	29836	None	HSMG_3	HSMG	
T2109198958_concoct_bins_bin.35	58.61	3.43	Gradient Boost (General Model)	11	0.88	2027	224.74344827586208	1662561	0.38	2175	849	40243	None	HSMG_3	HSMG	
T2109198964_concoct_bins_bin.23	77.85	12.58	Neural Network (Specific Model)	11	0.892	5896	284.48810687520364	2930985	0.71	3069	555	38835	None	HSMG_3	HSMG	
T2109198968_metabat2_bins_bin.10	58.57	0.08	Neural Network (Specific Model)	11	0.865	12480	308.2706245181187	1385608	0.44	1297	133	38380	None	HSMG_3	HSMG	
T2109198972_metabat2_bins_bin.1	55.81	3.59	Neural Network (Specific Model)	11	0.914	3731	260.3712814645309	1491662	0.74	1748	463	20595	None	HSMG_3	HSMG	
T2109198974_concoct_bins_bin.4	55.17	1.83	Gradient Boost (General Model)	11	0.872	1868	226.59549839228296	1209981	0.49	1555	668	7943	None	HSMG_3	HSMG	
T2109198974_metabat2_bins_bin.13	70.33	1.97	Neural Network (Specific Model)	11	0.892	263351	318.3178269355888	3287120	0.56	3074	22	480480	None	HSMG_3	HSMG	
T2109198979_metabat2_bins_bin.16	76.23	1.09	Neural Network (Specific Model)	11	0.842	10028	275.17039403620873	1839564	0.32	1878	247	37335	None	HSMG_3	HSMG	
T2109198986_metabat2_bins_bin.5	61.6	0.28	Neural Network (Specific Model)	11	0.901	12128	321.48413793103447	1549303	0.72	1450	172	50988	None	HSMG_3	HSMG	
T2109198988_metabat2_bins_bin.30	68.12	0.63	Neural Network (Specific Model)	11	0.9	12790	315.74129032258065	1627674	0.72	1550	178	33044	None	HSMG_3	HSMG	
T2109198989_metabat2_bins_bin.14	66.12	4.57	Neural Network (Specific Model)	11	0.869	4821	248.81757451181912	1668477	0.31	1946	388	46738	None	HSMG_3	HSMG	
T2109198991_metabat2_bins_bin.11	60.07	0.36	Neural Network (Specific Model)	11	0.862	31456	302.99413059427735	1436018	0.44	1363	57	100020	None	HSMG_3	HSMG	
T2109198991_metabat2_bins_bin.3	39	1.03	Neural Network (Specific Model)	11	0.853	52899	299.1561135371179	962175	0.32	916	28	74477	None	HSMG_3	HSMG	
T2109198995_metabat2_bins_bin.17	55.59	0.19	Neural Network (Specific Model)	11	0.878	71294	314.8062200956938	1797519	0.4	1672	38	198073	None	HSMG_3	HSMG	
T2109198996_metabat2_bins_bin.25	60.04	9.75	Neural Network (Specific Model)	11	0.851	165272	289.6542669584245	1863994	0.33	1828	62	254219	None	HSMG_3	HSMG	
T2109198997_metabat2_bins_bin.10	89.84	0.02	Neural Network (Specific Model)	11	0.889	232455	322.0043995859213	4193319	0.55	3864	30	693629	None	HSMG_3	HSMG	
T2109198999_metabat2_bins_bin.3	54.59	0.57	Neural Network (Specific Model)	11	0.87	54192	288.1436420722135	1264504	0.32	1274	60	154003	None	HSMG_3	HSMG	
T2109199000_maxbin2_bins_bin.12	59.33	0.03	Neural Network (Specific Model)	11	0.902	71170	316.1285444234405	1666905	0.32	1587	53	307855	None	HSMG_3	HSMG	
T2109199000_maxbin2_bins_bin.9	47.22	1.11	Neural Network (Specific Model)	11	0.84	31619	261.4754098360656	1422176	0.33	1525	187	157488	None	HSMG_3	HSMG	
T2109199000_metabat2_bins_bin.30	47.42	0.02	Neural Network (Specific Model)	11	0.858	32112	280.8041958041958	1262007	0.32	1287	51	92860	None	HSMG_3	HSMG	
T2109199000_metabat2_bins_bin.4	43.94	0	Neural Network (Specific Model)	11	0.872	39961	336.18586088939566	1013871	0.49	877	29	114071	None	HSMG_3	HSMG	
T2109199002_metabat2_bins_bin.20	82.4	0.57	Neural Network (Specific Model)	11	0.844	9179	272.75171065493646	1980092	0.32	2046	305	25014	None	HSMG_3	HSMG	
T2109199002_metabat2_bins_bin.5	79.3	0.02	Neural Network (Specific Model)	11	0.919	11843	273.93512851897185	1458791	0.37	1634	152	46985	None	HSMG_3	HSMG	
T2109199007_metabat2_bins_bin.7	75.99	0.1	Neural Network (Specific Model)	11	0.846	100683	293.09383524277143	1902975	0.32	1833	27	326707	None	HSMG_3	HSMG	
T2109199019_metabat2_bins_bin.18	78.01	12.12	Neural Network (Specific Model)	11	0.85	14822	278.09279845335914	2027597	0.32	2069	225	78920	None	HSMG_3	HSMG	
T2109199025_concoct_bins_bin.21	88.65	3.23	Neural Network (Specific Model)	11	0.858	6649	287.0392506690455	2244892	0.64	2242	484	29884	None	HSMG_3	HSMG	
T2109199025_maxbin2_bins_bin.7	81.12	0.41	Neural Network (Specific Model)	11	0.873	7356	279.894100403078	2620484	0.68	2729	509	42775	None	HSMG_3	HSMG	
T2109199027_metabat2_bins_bin.7	71.89	0.31	Neural Network (Specific Model)	11	0.877	71783	307.1501854140915	1697522	0.32	1618	37	274019	None	HSMG_3	HSMG	
T2109199028_maxbin2_bins_bin.15	85.83	0.93	Neural Network (Specific Model)	11	0.897	20479	296.83100495718793	2200565	0.37	2219	194	76324	None	HSMG_3	HSMG	
T2109199039_metabat2_bins_bin.4	40.74	0.08	Neural Network (Specific Model)	11	0.873	29256	293.7095588235294	822750	0.32	816	36	86531	None	HSMG_3	HSMG	
T2109199045_metabat2_bins_bin.3	76.4	0.03	Neural Network (Specific Model)	11	0.851	14732	291.091495601173	1748131	0.32	1705	152	61460	None	HSMG_3	HSMG	
T2109199045_metabat2_bins_bin.4	74.94	0.05	Neural Network (Specific Model)	11	0.835	36339	282.9478445981905	1907313	0.32	1879	83	113223	None	HSMG_3	HSMG	
T2109199048_concoct_bins_bin.11	74.17	3.69	Neural Network (Specific Model)	11	0.915	2803	248.20211930926217	2068535	0.74	2548	860	16303	None	HSMG_3	HSMG	
T2109199056_metabat2_bins_bin.12	83.46	1.05	Neural Network (Specific Model)	11	0.893	68045	290.08218063466234	2391641	0.32	2458	67	122821	None	HSMG_3	HSMG	
T2109199058_metabat2_bins_bin.6	74.42	3.85	Neural Network (Specific Model)	11	0.868	7714	298.299511002445	1683208	0.65	1636	280	26916	None	HSMG_3	HSMG	
T2109199064_metabat2_bins_bin.1	76.4	1.27	Neural Network (Specific Model)	11	0.915	10620	299.94930875576034	1917587	0.6	1953	218	47278	None	HSMG_3	HSMG	
T2109199073_metabat2_bins_bin.7	30.94	0.09	Neural Network (Specific Model)	11	0.869	11768	285.34763313609466	665143	0.33	676	68	52127	None	HSMG_3	HSMG	
T2109199074_concoct_bins_bin.18	70.21	1.02	Gradient Boost (General Model)	11	0.904	1710	236.99210822998873	1392441	0.72	1774	822	6277	None	HSMG_3	HSMG	
T2109199078_concoct_bins_bin.51	92.75	3.8	Neural Network (Specific Model)	11	0.869	4976	276.9118960617134	2348923	0.64	2463	602	35922	None	HSMG_3	HSMG	HQ
T2109199079_metabat2_bins_bin.19	80.19	0.7	Neural Network (Specific Model)	11	0.836	12067	277.4985436893204	2048478	0.33	2060	217	61186	None	HSMG_3	HSMG	
T2109199080_concoct_bins_bin.4	53.04	0.44	Gradient Boost (General Model)	11	0.911	1865	226.46438431805632	1347375	0.63	1811	745	6723	None	HSMG_3	HSMG	
T2109199080_concoct_bins_bin.46	62.68	3.89	Neural Network (Specific Model)	11	0.827	1888	208.7890476190476	1585861	0.52	2100	869	6229	None	HSMG_3	HSMG	
T2109199080_maxbin2_bins_bin.14	49.61	3.39	Neural Network (Specific Model)	11	0.831	2040	212.9647172547124	1586264	0.53	2069	804	11983	None	HSMG_3	HSMG	
T2109199085_metabat2_bins_bin.11	69.25	0.41	Neural Network (Specific Model)	11	0.882	8497	284.6133768352365	2962630	0.6	3065	403	34639	None	HSMG_3	HSMG	
T2109199085_metabat2_bins_bin.2	48.06	0.36	Neural Network (Specific Model)	11	0.92	11177	284.4270205066345	767929	0.38	829	78	59660	None	HSMG_3	HSMG	
T2109199085_metabat2_bins_bin.35	53.86	0.54	Neural Network (Specific Model)	11	0.882	16531	297.45552784704904	1215495	0.53	1203	86	61814	None	HSMG_3	HSMG	
T2109199086_metabat2_bins_bin.18	74.81	0.05	Neural Network (Specific Model)	11	0.91	20271	290.73185311699405	1119961	0.38	1171	86	41984	None	HSMG_3	HSMG	
T2109199086_metabat2_bins_bin.32	60.45	0.05	Neural Network (Specific Model)	11	0.871	64043	307.20951650038376	1376912	0.39	1303	25	138085	None	HSMG_3	HSMG	
T2109199087_metabat2_bins_bin.24	47.84	1.05	Neural Network (Specific Model)	11	0.907	6384	268.9045287637699	725461	0.38	817	123	25387	None	HSMG_3	HSMG	
T2109199088_metabat2_bins_bin.2	56.13	5.73	Neural Network (Specific Model)	11	0.871	13203	312.34424778761064	1214139	0.51	1130	123	45625	None	HSMG_3	HSMG	
T2109199089_metabat2_bins_bin.28	61.83	1.21	Neural Network (Specific Model)	11	0.918	3846	271.0592417061611	1492073	0.74	1688	437	14770	None	HSMG_3	HSMG	
T2109199090_maxbin2_bins_bin.12	82	5.09	Neural Network (Specific Model)	11	0.883	4540	260.7013206908229	2607618	0.69	2953	743	24115	None	HSMG_3	HSMG	
T2109199095_metabat2_bins_bin.5	53.78	0.13	Neural Network (Specific Model)	11	0.865	11335	301.38028169014086	1335288	0.44	1278	143	43659	None	HSMG_3	HSMG	
T2109199100_metabat2_bins_bin.20	43.09	0.29	Neural Network (Specific Model)	11	0.886	120597	301.9162462159435	1011709	0.34	991	10	265411	None	HSMG_3	HSMG	
T2109199108_maxbin2_bins_bin.8	96.01	9.68	Neural Network (Specific Model)	11	0.879	3693	251.01941986234021	3478474	0.71	4068	1214	23081	None	HSMG_3	HSMG	
T2109199108_metabat2_bins_bin.4	59.01	2.3	Neural Network (Specific Model)	11	0.92	4267	274.73375	1431553	0.74	1600	395	13425	None	HSMG_3	HSMG	
T2109199108_metabat2_bins_bin.6	54.11	1	Neural Network (Specific Model)	11	0.883	7230	268.5875	1093515	0.31	1200	179	29402	None	HSMG_3	HSMG	
T2109199109_metabat2_bins_bin.7	74.82	0.42	Neural Network (Specific Model)	11	0.877	23955	292.56223175965664	2795821	0.39	2796	171	77613	None	HSMG_3	HSMG	
T2109199113_metabat2_bins_bin.5	66.53	0.06	Neural Network (Specific Model)	11	0.893	8597	308.03036996134733	1871708	0.71	1811	287	36562	None	HSMG_3	HSMG	
T2109199119_metabat2_bins_bin.6	82.98	0.06	Neural Network (Specific Model)	11	0.88	231338	315.7243015287296	4078767	0.6	3794	24	902462	None	HSMG_3	HSMG	
T2109199123_metabat2_bins_bin.3	74.76	0.94	Neural Network (Specific Model)	11	0.847	9826	261.7236131566028	1885132	0.33	2037	240	44190	None	HSMG_3	HSMG	
T2109199131_metabat2_bins_bin.14	54.58	4.26	Neural Network (Specific Model)	11	0.893	91599	297.63416188655196	1567431	0.33	1569	25	266006	None	HSMG_3	HSMG	
T2109199136_metabat2_bins_bin.12	67.9	0.01	Neural Network (Specific Model)	11	0.875	33460	306.96935138987885	2948648	0.57	2806	122	97479	None	HSMG_3	HSMG	
T2109199140_maxbin2_bins_bin.19	81.11	4.79	Neural Network (Specific Model)	11	0.877	5769	287.4101604278075	1835470	0.49	1870	466	20872	None	HSMG_3	HSMG	
